UNIQUE_KEY;Nom_usuel;Prenom_usuel;Titre_usuel;Sexe;Nationalite;Date_naissance_recherche;Lieu_naissance;Date_deces_recherche;Lieu_deces;Profession;Commentaire biographique;Programme;Etat_avancement_saisie
80982;Boucher;Saint Agnan Marie;;masculin;;16 avril 1811;Paris;7 mai 1893;Paris;;"Biographie rédigée par Marie-Laure Crosnier Leconte : Matricule de l'Ecole des Beaux-Arts : 920. Saint-Agnan Marie Boucher, né à Paris 6è le 16 avril 1811, fils de Pierre François Boucher et d'Adélaïde Clotilde Tardie, élève au lycée Louis-le-Grand, puis à l'École centrale des Arts et manufactures à sa création et pendant deux ans, élève de Jean Nicolas Huyot, admis le 3 janvier 1834, obtient 2 1è mentions en construction en fers et construction générale et 1 2è mention en construction en bois pour un total de 5 valeurs entre le 6 mai 1834 et le 6 février 1835 (architecte à Paris 9è; travaille d'abord à la Compagnie du chemin de fer de l'Ouest lors de la création de la ligne de Saint-Germain; inspecteur de l'Exposition universelle de 1855; asile agricole et collège à Louviers en 1867, médaille à l'exposition du Havre; monument à la comtesse d'Eu, nombreuses constructions particulières à Paris et dans les environs entre 1840 et 1890, monument à la comtesse d'Eu en 1875, en coll. avec Ernest Barrias statuaire, projet de monument en l'honneur du 4è centenaire de la découverte de l'Amérique; actif au Danemark [fontaine à Copenhague en 1850], en Suède, architecte de la reine de Suède, à Khotour, Perse [Iran] [monument en 1885], au Brésil, en Espagne; architecte de la Compagnie parisienne; expose au Salon des artistes français à Paris en 1845, Projet d'achèvement de la place du Palais-Bourbon; expert près l'administration des Domaines et le Tribunal de 1è instance de la Seine; membre de la Société centrale des architectes en 1844, membre fondateur de la Caisse de défense mutuelle des architectes en 1884; membre de l'Association Taylor en 1845, sociétaire perpétuel à partir de 1845, et membre du comité de 1867 à sa mort; commandeur de l'Ordre du Lion et du Soleil de Perse, chevalier de l'Ordre royal du Danebrog et de l'Ordre royal de Gustave Wasa; oncle de Léon Destors (1851-1939) architecte à Paris; mort chez lui 34 rue de Châteaudun à Paris 9è le 7 mai 1893, obsèques le mercredi 10 mai 1893, service de bout de l'an en l'église Notre-Dame-de-Lorette le lundi 7 mai 1894; est à l'origine d'un prix à l'École des Beaux-arts, décerné pour la 1è fois en 1894, offert à l'élève qui poursuit ses études après le diplôme et obtient le plus grand nombre de valeurs sur projets rendus et au Concours de Rome; Archives nationales de France, AJ/52/356, dossier d'élève; faire-part de décès inséré dans le dossier d'élève de son neveu Léon Destors; notice nécrologique dans L'Architecture, 13 mai 1893, p. 197-198, et 5 mai 1894, p. 140; annonce de décès dans La Construction moderne, 13 mai 1893, p. 384, notice nécrologique par Charles Lucas dans La Construction moderne, 20 mai 1893, p. 395-396; Delaire; Dugast et Parizet; Musée d'Orsay, documentation)";"Dictionnaire des élèves architectes de l?École des beaux-arts de Paris (1800-1968) - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145221;Bourgeois;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs lors des ventes Révil 1845 et Canino 1840.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147670;Bourgeois;Claude-Gervais;;masculin;;19 juin 1791;;1855;;collectionneur;Bourgeois-Thiéry est conseiller général du canton de Suippes de 1833 à 1852 (son fils, Charles Bourgeois, lui succède jusqu'en 1878). Il collectionne notamment des médailles et fait don de certaines d'entre elles à la bibliothèque de Reims. Il est membre correspondant de l'Académie de Reims (av. 1843-1855). Sa collection est vendu après son décès en 1855 par Me Pillet (11 416,50 francs). Plusieurs objets sont entrés au Cabinet des Médailles.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
147796;Bourgeois-Maze;Louis;;masculin;;18 juillet 1807;;;;libraire;Il est le fils naturel du libraire-éditeur Nicolas Maze (ou Mazé).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162717;Bourru ?;;;inconnu;;;;;;collectionneur;"Le nom Bourru ou Bourrus pourrait être une lecture erronée d'un nom présent sur le PV de la vente Pourtalès (1865) pour le lot n°2411, concernant une antéfixe en marbre qui n'a pas été identifiée à ce jour. un premier nom inscriit ""Broux[?]"" a été rayé. Une adresse est indiquée : ""rue de Boulogne"".";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162719;Braggiotti;;;inconnu;;;;;;collectionneur;Le nom Braggiotti apparaît suivi de l'adresse 7 Montaigne (7, avenue Montaigne, paris) sur le PV de la vente Pourtalès en 1865, pour l'achat de deux lots.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161988;Brançon;;;inconnu;;19e siècle;;19e siècle;;collectionneur;Brançon fut aide de camp et intendant de Jérôme Napoléon Bonaparte, ainsi que son courtier lors de la vente Pourtalès de 1865. Tous les objets achetés par Brançon se retrouvent klors de la vente Bonaparte (Napoléon-Jérôme) de 1868 (lugt 30355). Brançon est probablement le courtier du prince Napoléon.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162718;Brard;;;inconnu;;;;;;collectionneur;"Le nom Brard apparaît sur le PV de la vente Pourtalès en 1865 comme acquéreur du lot n°1007 (cat. n°1278) pour une pierre gravée en cornaline qui n'a pas été identifiée actuellement. Selon le PV, il est domicilié ""20 ferme Mathurins"", soit au 20, rue de la ferme-des-Mathurins à Paris ; nous n'avons à ce jour trouvé aucune correspondance dans les almanachs et annuaires.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158237;Brasseux;;;masculin;;;;;;marchand;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
164481;Brauer;Godefroy;;masculin;;1857;Hongrie;1923;Nice;antiquaire;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
159159;Breuvery (de);;;masculin;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs lors de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165729;Brichard;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs lors de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
147684;Brøndsted;Peter Oluf;chevalier;masculin;;1780;Danemark;26 juin 1842;Copenhague;;"Peter Oluf Brøndsted (1780-1842) est un philologue, archéologue et voyageur danois. Entreprenant dès 1806 le Grand Tour, il séjourna en Albanie, à Rome (1809) puis en Grèce de 1810 à 1813 où il participa aux entreprises des fouilles sur les îles de Keos (Hiver 1811-1812, avec J. Linckh), d'Égine, de Salamine et du Temple d'Apollon à Bassae en Arcadie. Il y rencontra et travailla notamment avec Carl Haller von Hallerstein (1774-1817), Jacob Linckh (1786-1841), le Baron Otto Magnus von Stackelberg (1786-1837), et les anglais Charles Robert Cockerell (1788-1863), John Foster (1787-1846) et Lord Byron (1788-1842), la plupart membres du Xénéion d'Athènes. A son retour de Grèce, il fut durant quelques années Professeur de philologie grecque à l'Université de Copenhague. Fait Ambassadeur des États pontificaux à Rome à partir de 1818, il visita la Grande Grèce, les îles Ioniennes et la Sicile (de 1820 à 1821, notamment Naples, Messine, Catane, Syracuse et Palerme) avant de s'installer à Londres en 1826 afin d'étudier les marbres d'Elgin puis à Paris de 1828 à 1832 où il écrivit son ouvrage Voyages dans la Grèce accompagnés de recherches archéologiques (Paris 1826-1830). De retour à Copenhague, il devint le directeur du Cabinet royal des médailles (Möntkabinettet) et publia notamment en 1832 sur les vases de Vulci (An account of some Greek vases found near Vulci, Londres, 1832) et en 1837 un ouvrage sur les ""bronzes de Siris"" conservés au British Museum (The Bronzes of Siris, now in the British Museum, Printed for the Society of Dilettanti by W. Nicol, Pall-Mall, Londres, 1836 ; Die Bronzen von Siris : eine archäologische Untersuchung, Copenhague, 1837). Peu avant sa mort en 1842, suite à une chute de cheval, il devint Recteur de l'Université de Copenhague.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
4758;Brongniart;Alexandre;;masculin;"France;";5 février 1770;Paris;7 octobre 1847;Paris;administrateur;"1788 : participe à la fondation de la Société philomatique ; 1789 : maître ès Arts ; 1790 : voyage minéralogique et technologique en Angleterre ; attaché au Jardin des Plantes comme préparateur de chimie à son retour ; 1793-1794 : pharmacien à l'armée des Pyrénées occidentales ; 1794 : nommé ingénieur des mines ; 1797 : professeur d'histoire naturelle à l'École centrale des Quatre-Nations ; 1800-1847 : nommé sur l'instigation de Claude Berthollet Directeur de la Manufacture de porcelaine de Sèvres ; épouse Cécile Coquebert de Montbret ; 1805 : « Enquête des Préfets » : questionnaire sur la céramique envoyé aux 36 départements ; 1806 : nommé à l'Université ; 1809 : docteur ès Sciences ; 1815 : membre de l'Académie des Sciences ; 1818 : ingénieur en chef des Mines ; 1822 : professeur de Minéralogie au Muséum national d'histoire naturelle de Paris.";"Guide des archives de l?art conservées en France (XIXe-XXIe siècles), GAAEL - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165711;Bruges;;de;masculin;;19e siècle;;19e siècle;;;Pourrait s'agir de Louis André Hyacinthe de Bruges (1761-1841).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
142520;Brunet-Denon;Dominique-Vivant;baron;masculin;;11 décembre 1778;;6 juin 1845;Paris;collectionneur;Dominique-Vivant Brunet-Denon est le principal héritier de son oncle Dominique-Vivant Denon (1747-1825à.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
6524;Bruzard;Armand;;masculin;"France;";1801;Semur-en-Auxois;1883;Semur-en-Auxois;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
166270;Bucher;Pierre;;masculin;"France;";1869;Guebwiller;1921;Strasbourg;médecin;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
147693;Buquet;Étienne Janvier;;masculin;;1768;Paris;;;militaire;Buquet est nommé chevalier de la légion d'honneur le 7 décembre 1814. Il est le tuteur d'Henriette Lion dite Léon, fille naturelle d'Edme Antoine Durand. Il apparait dans la liste des acheteurs lors de la vente Durand (1936).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162730;Bussonnet;;de;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865 mais la lecture est plus qu'incertaine.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165830;Butter ?;;;inconnu;;;;;;collectionneur;Le nom apparaît sur le PV de la vente Paravey. L'individu n'est pas identifié, et l'orthographe incertain.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
164992;Cadet;Madeleine;;féminin;;;;;;;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
16835;Caix de Saint-Aymour;Victor amédée;;masculin;"France;";28 avril 1843;Senlis;1er février 1921;Paris;publiciste;"Elevé au château d'Ognon, aujourd'hui détruit, qui demeure sa résidence principale toute sa vie durant, Amédée Caix de Saint-Aymour commence ses études au collège Saint-Vincent de Senlis et les termine à Paris. Il est élève à l'Ecole des chartes, à la Faculté de droit et à l'Ecole des langues orientales vivantes à Paris. Après une courte carrière d'avocat, il devient publiciste, puis intègre les milieux savants. A travers de nombreux articles et ouvrages, il est linguiste, historien, historien de l'art et archéologue. Il crée le Comité archéologique de Senlis (1862). Il constitue une collection de biens archéologiques en partie sur le marché parisien. Il participe à la vente Paravey de 1879, où il achète plusieurs lots, son nom étant accompagné de l'adresse ""11 bis rue de Milan"", qui fut effectivement l'un de ses domiciles parisiens. Curieusement, un autre nom, ""Léran"" ou ""Leran"", non identifié, réside à la même adresse selon le procès-verbal. Pour une biographie complète : Comptes-rendus et mémoires du Comité archéologique de Senlis, 1921, p. XXIX-XXX ; Bulletin de la Société de l'histoire de Paris et de l'Ile-de-France, 1921, p. 22-23.";"Livres français d'architecture (1512-1914) - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161245;Callé;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
158555;Callot;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145220;Cambacérès;de;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
78925;Canissié;Philippe;;masculin;;17 janvier 1799 (28 Nivôse An 7);Landau;7 août 1877;Lille;;"Biographie rédigée par Marie-Laure Crosnier Leconte : Matricule de l'Ecole des Beaux-Arts : 435. Jean Baptiste Philippe Canissié, né à Landau (Bas-Rhin, auj. Rhénanie, Allemagne]) le 28 Nivôse an 7 (17 janvier 1799), élève au lycée de Bonn et au collège royal de Douai, élève d'André Chatillon et Joseph Lecointe [et Auguste Guénepin d'après Delaire; et Jacques Ignace Hittorff d'après la RGA], admis le 14 décembre 1819, 1è classe le 31 octobre 1820 (à la place d'Augustin Quantinet, son dossier d'élève manque, obtient 3 Médailles [d'après Delaire], parcourt la France, l'Italie et la Sicile de 1825 à 1827 (architecte à Paris 9è [en 1837], puis à Lille, Nord, à partir de 1848; monument au duc de Berry à Lille (détruit en 1830); dessinateur, 1er inspecteur puis collaborateur de Châtillon; mairie avec écoles communales et salle d'asile à Bercy en 1843-45; architecte du gouvernement et de la Ville de Lille en 1848; primé en concours publics (Palais de justice et maison d'arrêt de Lille, Tombeau de Napoléon Ier aux Invalides en 1841); marchés Saint-Antoine, Patriarche et Saint-Marcel, théâtre nautique, bains de Jouvence à Paris avec Chatillon, châteaux, mairie avec écoles communales à Bercy en 1843-45, restauration de la préfecture et du pont Napoléon à Lille, asiles Saint-Michel, Vanackere et Saint-Gabriel, décoration avec agrandissement de l'église Saint-Maurice à Lille, en coll. avec son fils Henri, architecture religieuse et scolaire, tombeaux, maisons de campagne, constructions particulières; fêtes publiques impériales en 1867 à Lille; expose au Salon des artistes français à Paris en 1831 (en peinture), Intérieur de la métropole de Santa-Maria-Nuova, à Montréale, près Palerme, en Sicile, 1836, Projet d'un piédestal en style égyptien, pour l'obélisque de Louqsor, à élever au centre de la place de la Concorde. Disposition de cette place et moyen nouveau proposé pour l'érection de ce monolithe, 1837, Projet de palais des expositions pour l'industrie et les beaux-arts à élever à l'entrée des Champs-Elysées, en face de la place de la Concorde, et 1841, Monument sépulcral exécuté à Bercy pour M. Gallois; collabore aux publications de Hittorff et Zanth sur L'Architecture moderne de la Sicile; membre fondateur de la Société centrale des architectes en 1840, membre fondateur de la Société des architectes du département du Nord en 1868 et premier président; mort à Lille le 7 août 1877; notice nécrologique par Charles Lucas dans la Revue générale de l'architecture et des travaux publics, 1878, col. 35-36; Bellier et Auvray; Bauchal, 1887; Delaire; Laurence Goux in AKL; Musée d'Orsay, documentation)";"Dictionnaire des élèves architectes de l?École des beaux-arts de Paris (1800-1968) - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
